Date,VIX,Gold
2012-05-04,19.16,159.47
2012-05-07,18.94,159.08
2012-05-08,19.05,156.0
2012-05-09,20.08,154.47
2012-05-10,18.83,154.77
2012-05-11,19.89,153.56
2012-05-14,21.87,151.33
2012-05-15,21.97,149.74
2012-05-16,22.27,149.46
2012-05-17,24.49,152.8
2012-05-18,25.1,154.55
2012-05-21,22.01,154.65
2012-05-22,22.48,152.08
2012-05-23,22.33,151.62
2012-05-24,21.54,151.41
2012-05-25,21.76,152.68
2012-05-29,21.03,151.02
2012-05-30,24.14,151.91
2012-05-31,24.06,151.62
2012-06-01,26.66,157.5
2012-06-04,26.12,157.32
2012-06-05,24.68,157.14
2012-06-06,22.16,157.21
2012-06-07,21.72,154.5
2012-06-08,21.23,154.73
2012-06-11,23.56,155.36
2012-06-12,22.09,156.46
2012-06-13,24.27,157.12
2012-06-14,21.68,157.75
2012-06-15,21.11,157.84
2012-06-18,18.32,157.93
2012-06-19,18.38,157.16
2012-06-20,17.24,155.97
2012-06-21,20.08,152.01
2012-06-22,18.11,152.64
2012-06-25,20.38,153.76
2012-06-26,19.72,152.62
2012-06-27,19.45,152.83
2012-06-28,19.71,151.05
2012-06-29,17.08,155.19
2012-07-02,16.8,155.09
2012-07-03,16.66,157.46
2012-07-05,17.5,155.68
2012-07-06,17.1,153.71
2012-07-09,17.98,154.04
2012-07-10,18.72,152.15
2012-07-11,17.95,152.99
2012-07-12,18.33,152.59
2012-07-13,16.74,154.14
2012-07-16,17.11,154.21
2012-07-17,16.48,153.47
2012-07-18,16.16,153.05
2012-07-19,15.45,153.38
2012-07-20,16.27,153.67
2012-07-23,18.62,153.03
2012-07-24,20.47,153.52
2012-07-25,19.34,155.67
2012-07-26,17.53,156.77
2012-07-27,16.7,157.54
2012-07-30,18.03,157.43
2012-07-31,18.93,156.49
2012-08-01,18.96,155.14
2012-08-02,17.57,154.13
2012-08-03,15.64,155.55
2012-08-06,15.95,156.3
2012-08-07,15.99,156.28
2012-08-08,15.32,156.48
2012-08-09,15.28,156.99
2012-08-10,14.74,157.18
2012-08-13,13.7,155.99
2012-08-14,14.85,155.13
2012-08-15,14.63,155.63
2012-08-16,14.29,156.56
2012-08-17,13.45,156.72
2012-08-20,14.02,157.26
2012-08-21,15.02,158.83
2012-08-22,15.11,160.54
2012-08-23,15.96,161.89
2012-08-24,15.18,161.97
2012-08-27,16.35,161.36
2012-08-28,16.49,161.64
2012-08-29,17.06,160.59
2012-08-30,17.83,160.52
2012-08-31,17.47,164.22
2012-09-04,17.98,164.48
2012-09-05,17.74,164.31
2012-09-06,15.6,164.89
2012-09-07,14.38,168.44
2012-09-10,16.28,167.29
2012-09-11,16.41,167.9
2012-09-12,15.8,167.92
2012-09-13,14.05,171.31
2012-09-14,14.51,171.8
2012-09-17,14.59,170.4
2012-09-18,14.18,171.72
2012-09-19,13.88,171.74
2012-09-20,14.07,171.47
2012-09-21,13.98,171.96
2012-09-24,14.15,171.05
2012-09-25,15.43,170.77
2012-09-26,16.81,169.81
2012-09-27,14.84,172.34
2012-09-28,15.73,171.89
2012-10-01,16.32,172.3
2012-10-02,15.71,172.1
2012-10-03,15.43,172.41
2012-10-04,14.55,173.61
2012-10-05,14.33,172.62
2012-10-08,15.11,172.05
2012-10-09,16.37,170.99
2012-10-10,16.29,170.84
2012-10-11,15.59,171.32
2012-10-12,16.14,170.06
2012-10-15,15.27,168.35
2012-10-16,15.22,169.42
2012-10-17,15.07,169.54
2012-10-18,15.03,168.79
2012-10-19,17.06,166.97
2012-10-22,16.62,167.58
2012-10-23,18.83,165.43
2012-10-24,18.33,164.86
2012-10-25,18.12,166.02
2012-10-26,17.81,165.93
2012-10-31,18.6,166.83
2012-11-01,16.69,166.07
2012-11-02,17.59,162.6
2012-11-05,18.42,163.23
2012-11-06,17.58,166.3
2012-11-07,19.08,166.49
2012-11-08,18.49,167.99
2012-11-09,18.61,167.82
2012-11-12,16.68,167.45
2012-11-13,16.65,167.1
2012-11-14,17.92,167.14
2012-11-15,17.99,166.09
2012-11-16,16.41,165.88
2012-11-19,15.24,167.87
2012-11-20,15.38,167.39
2012-11-21,15.31,167.56
2012-11-23,15.14,169.61
2012-11-26,15.5,169.43
2012-11-27,15.92,168.71
2012-11-28,15.51,166.55
2012-11-29,15.06,167.18
2012-11-30,15.87,166.05
2012-12-03,16.64,166.13
2012-12-04,17.12,164.42
2012-12-05,16.46,164.12
2012-12-06,16.58,164.5
2012-12-07,15.9,165.16
2012-12-10,16.05,165.8
2012-12-11,15.57,165.65
2012-12-12,15.95,165.77
2012-12-13,16.56,164.37
2012-12-14,17.0,164.13
2012-12-17,16.34,164.44
2012-12-18,15.57,162.08
2012-12-19,17.36,161.69
2012-12-20,17.67,159.73
2012-12-21,17.84,160.33
2012-12-24,17.84,160.62
2012-12-26,19.48,160.78
2012-12-27,19.47,161.16
2012-12-28,22.72,160.54
2012-12-31,18.02,162.02
2013-01-02,14.68,163.17
2013-01-03,14.56,161.2
2013-01-04,13.83,160.44
2013-01-07,13.79,159.43
2013-01-08,13.62,160.56
2013-01-09,13.81,160.49
2013-01-10,13.49,161.98
2013-01-11,13.36,161.06
2013-01-14,13.52,161.54
2013-01-15,13.55,162.56
2013-01-16,13.42,162.65
2013-01-17,13.57,163.35
2013-01-18,12.46,163.09
2013-01-22,12.43,163.67
2013-01-23,12.46,163.21
2013-01-24,12.69,161.42
2013-01-25,12.89,160.65
2013-01-28,13.57,160.29
2013-01-29,13.31,160.99
2013-01-30,14.32,162.19
2013-01-31,14.28,161.2
2013-02-01,12.9,161.45
2013-02-04,14.67,162.0
2013-02-05,13.72,161.96
2013-02-06,13.41,162.39
2013-02-07,13.5,161.84
2013-02-08,13.02,161.57
2013-02-11,12.94,159.7
2013-02-12,12.64,159.89
2013-02-13,12.98,159.05
2013-02-14,12.66,158.35
2013-02-15,12.46,155.76
2013-02-19,12.31,155.33
2013-02-20,14.68,151.44
2013-02-21,15.22,152.62
2013-02-22,14.17,152.97
2013-02-25,18.99,154.34
2013-02-26,16.87,156.22
2013-02-27,14.73,154.57
2013-02-28,15.51,153.0
2013-03-01,15.36,152.44
2013-03-04,14.01,152.3
2013-03-05,13.48,152.38
2013-03-06,13.53,153.23
2013-03-07,13.06,152.69
2013-03-08,12.59,152.71
2013-03-11,11.56,152.99
2013-03-12,12.27,154.19
2013-03-13,11.83,153.66
2013-03-14,11.3,153.68
2013-03-15,11.3,154.0
2013-03-18,13.36,155.38
2013-03-19,14.39,156.08
2013-03-20,12.67,155.37
2013-03-21,13.99,156.25
2013-03-22,13.57,155.55
2013-03-25,13.74,155.24
2013-03-26,12.77,154.72
2013-03-27,13.15,155.36
2013-03-28,12.7,154.47
2013-04-01,13.58,154.67
2013-04-02,12.78,152.43
2013-04-03,14.21,150.73
2013-04-04,13.89,150.29
2013-04-05,13.92,152.81
2013-04-08,13.19,152.16
2013-04-09,12.84,153.34
2013-04-10,12.36,150.75
2013-04-11,12.24,151.05
2013-04-12,12.06,143.95
2013-04-15,17.27,131.31
2013-04-16,13.96,132.8
2013-04-17,16.51,132.87
2013-04-18,17.56,134.3
2013-04-19,14.97,135.47
2013-04-22,14.39,137.9
2013-04-23,13.48,136.88
2013-04-24,13.61,138.37
2013-04-25,13.62,141.63
2013-04-26,13.61,140.91
2013-04-29,13.71,142.3
2013-04-30,13.52,142.77
2013-05-01,14.49,141.11
2013-05-02,13.59,141.92
2013-05-03,12.85,142.09
2013-05-06,12.66,142.15
2013-05-07,12.83,140.38
2013-05-08,12.66,142.46
2013-05-09,13.13,140.81
2013-05-10,12.59,139.6
2013-05-13,12.55,138.43
2013-05-14,12.77,137.81
2013-05-15,12.81,134.63
2013-05-16,13.07,134.09
2013-05-17,12.45,131.07
2013-05-20,13.02,135.12
2013-05-21,13.37,132.88
2013-05-22,13.82,131.94
2013-05-23,14.07,134.61
2013-05-24,13.99,133.76
2013-05-28,14.48,133.49
2013-05-29,14.83,134.83
2013-05-30,14.53,136.7
2013-05-31,16.3,133.92
2013-06-03,16.28,136.51
2013-06-04,16.27,135.23
2013-06-05,17.5,135.52
2013-06-06,16.63,136.53
2013-06-07,15.14,133.28
2013-06-10,15.44,133.94
2013-06-11,17.07,133.25
2013-06-12,18.59,134.25
2013-06-13,16.41,133.74
2013-06-14,17.15,134.43
2013-06-17,16.8,133.77
2013-06-18,16.61,132.13
2013-06-19,16.64,130.59
2013-06-20,20.49,123.6
2013-06-21,18.9,125.05
2013-06-24,20.11,123.93
2013-06-25,18.47,123.47
2013-06-26,17.21,118.28
2013-06-27,16.86,115.94
2013-06-28,16.86,119.11
2013-07-01,16.37,121.13
2013-07-02,16.44,120.05
2013-07-03,16.2,120.74
2013-07-05,14.89,118.09
2013-07-08,14.78,119.51
2013-07-09,14.35,120.62
2013-07-10,14.21,120.95
2013-07-11,14.01,124.24
2013-07-12,13.84,124.13
2013-07-15,13.79,124.18
2013-07-16,14.42,124.89
2013-07-17,13.78,123.32
2013-07-18,13.77,124.01
2013-07-19,12.54,125.11
2013-07-22,12.29,128.84
2013-07-23,12.66,129.71
2013-07-24,13.18,127.48
2013-07-25,12.97,128.67
2013-07-26,12.72,128.78
2013-07-29,13.39,128.47
2013-07-30,13.39,128.12
2013-07-31,13.45,127.96
2013-08-01,12.94,126.61
2013-08-02,11.98,126.36
2013-08-05,11.84,125.7
2013-08-06,12.72,123.97
2013-08-07,12.98,124.15
2013-08-08,12.73,126.86
2013-08-09,13.41,126.86
2013-08-12,12.81,129.13
2013-08-13,12.31,127.74
2013-08-14,13.04,129.0
2013-08-15,14.73,131.69
2013-08-16,14.37,132.58
2013-08-19,15.1,132.01
2013-08-20,14.91,132.45
2013-08-21,15.94,132.07
2013-08-22,14.76,132.81
2013-08-23,13.98,134.9
2013-08-26,14.99,135.45
2013-08-27,16.77,136.75
2013-08-28,16.49,136.71
2013-08-29,16.81,135.87
2013-08-30,17.01,134.62
2013-09-03,16.61,136.42
2013-09-04,15.88,134.66
2013-09-05,15.77,132.2
2013-09-06,15.85,134.15
2013-09-09,15.63,133.91
2013-09-10,14.53,131.74
2013-09-11,13.82,131.7
2013-09-12,14.29,127.67
2013-09-13,14.16,127.82
2013-09-16,14.38,126.45
2013-09-17,14.53,126.5
2013-09-18,13.59,132.01
2013-09-19,13.16,131.75
2013-09-20,13.12,127.96
2013-09-23,14.31,127.55
2013-09-24,14.08,127.66
2013-09-25,14.01,128.79
2013-09-26,14.06,127.79
2013-09-27,15.46,128.97
2013-09-30,16.6,128.18
2013-10-01,15.54,124.59
2013-10-02,16.6,127.06
2013-10-03,17.67,127.18
2013-10-04,16.74,126.53
2013-10-07,19.41,127.64
2013-10-08,20.34,127.4
2013-10-09,19.6,126.11
2013-10-10,16.48,124.27
2013-10-11,15.72,122.6
2013-10-14,16.07,122.83
2013-10-15,18.66,123.73
2013-10-16,14.71,123.54
2013-10-17,13.48,127.42
2013-10-18,13.04,126.85
2013-10-21,13.16,126.98
2013-10-22,13.33,129.34
2013-10-23,13.42,128.69
2013-10-24,13.2,129.9
2013-10-25,13.09,130.46
2013-10-28,13.31,130.56
2013-10-29,13.41,129.77
2013-10-30,13.65,129.6
2013-10-31,13.75,127.74
2013-11-01,13.28,126.95
2013-11-04,12.93,126.81
2013-11-05,13.27,126.56
2013-11-06,12.67,127.2
2013-11-07,13.91,126.16
2013-11-08,12.9,124.28
2013-11-11,12.53,123.87
2013-11-12,12.82,122.45
2013-11-13,12.52,122.85
2013-11-14,12.37,124.27
2013-11-15,12.19,124.32
2013-11-18,13.1,122.9
2013-11-19,13.39,122.95
2013-11-20,13.4,120.12
2013-11-21,12.66,119.94
2013-11-22,12.26,119.92
2013-11-25,12.79,120.46
2013-11-26,12.81,119.82
2013-11-27,12.98,119.46
2013-11-29,13.7,120.7
2013-12-02,14.23,117.58
2013-12-03,14.55,117.96
2013-12-04,14.7,119.96
2013-12-05,15.08,118.3
2013-12-06,13.79,118.55
2013-12-09,13.49,119.72
2013-12-10,13.91,121.82
2013-12-11,15.42,120.86
2013-12-12,15.54,118.29
2013-12-13,15.76,119.38
2013-12-16,16.03,119.69
2013-12-17,16.21,118.65
2013-12-18,13.8,117.61
2013-12-19,14.15,114.82
2013-12-20,13.79,115.94
2013-12-23,13.04,115.57
2013-12-24,12.48,116.1
2013-12-26,12.33,116.74
2013-12-27,12.46,117.12
2013-12-30,13.56,115.39
2013-12-31,13.72,116.12
2014-01-02,14.23,118.0
2014-01-03,13.76,119.29
2014-01-06,13.55,119.5
2014-01-07,12.92,118.82
2014-01-08,12.87,118.12
2014-01-09,12.89,118.46
2014-01-10,12.14,120.26
2014-01-13,13.28,121.02
2014-01-14,12.28,119.89
2014-01-15,12.28,119.66
2014-01-16,12.53,119.79
2014-01-17,12.44,120.93
2014-01-21,12.87,119.7
2014-01-22,12.84,119.19
2014-01-23,13.77,121.79
2014-01-24,18.14,122.29
2014-01-27,17.42,120.96
2014-01-28,15.8,120.95
2014-01-29,17.35,122.47
2014-01-30,17.29,119.77
2014-01-31,18.41,120.09
2014-02-03,21.44,121.32
2014-02-04,19.11,120.99
2014-02-05,19.95,121.29
2014-02-06,17.23,121.24
2014-02-07,15.29,122.17
2014-02-10,15.26,122.92
2014-02-11,14.51,124.36
2014-02-12,14.3,124.43
2014-02-13,14.14,125.49
2014-02-14,13.57,127.15
2014-02-18,13.87,127.4
2014-02-20,14.79,127.6
2014-02-21,14.68,127.58
2014-02-24,14.23,128.99
2014-02-25,13.67,129.21
2014-02-26,14.35,128.11
2014-02-27,14.04,128.2
2014-02-28,14.0,127.62
2014-03-03,16.0,130.29
2014-03-04,14.1,128.68
2014-03-05,13.89,128.89
2014-03-06,14.21,130.17
2014-03-07,14.11,129.09
2014-03-10,14.2,129.13
2014-03-11,14.8,129.86
2014-03-12,14.47,131.76
2014-03-13,16.22,132.21
2014-03-14,17.82,133.1
2014-03-17,15.64,131.64
2014-03-18,14.52,130.62
2014-03-19,15.12,128.09
2014-03-20,14.52,127.86
2014-03-21,15.0,128.47
2014-03-24,15.09,126.18
2014-03-25,14.02,126.41
2014-03-26,14.93,125.41
2014-03-27,14.62,124.59
2014-03-28,14.41,124.56
2014-03-31,13.88,123.61
2014-04-01,13.1,123.39
2014-04-02,13.09,124.32
2014-04-03,13.37,123.92
2014-04-04,13.96,125.57
2014-04-07,15.57,124.91
2014-04-08,14.89,126.09
2014-04-09,13.82,126.32
2014-04-10,15.89,127.01
2014-04-11,17.03,126.93
2014-04-14,16.11,127.85
2014-04-15,15.61,125.49
2014-04-16,14.18,125.54
2014-04-17,13.36,124.75
2014-04-21,13.25,124.24
2014-04-22,13.19,123.78
2014-04-23,13.27,123.76
2014-04-24,13.32,124.56
2014-04-25,14.06,125.43
2014-04-28,13.97,124.88
2014-04-29,13.71,124.86
2014-04-30,13.41,124.22
2014-05-01,13.25,123.8
2014-05-02,12.91,125.06
2014-05-05,13.29,126.22
2014-05-06,13.8,125.98
2014-05-07,13.4,124.17
2014-05-08,13.43,124.17
2014-05-09,12.92,124.1
2014-05-12,12.23,124.94
2014-05-13,12.13,124.6
2014-05-14,12.17,125.81
2014-05-15,13.17,124.77
2014-05-16,12.44,124.5
2014-05-19,12.42,124.58
2014-05-20,12.96,124.69
2014-05-21,11.91,124.39
2014-05-22,12.03,124.67
2014-05-23,11.36,124.51
2014-05-27,11.51,121.85
2014-05-28,11.68,121.2
2014-05-29,11.57,120.94
2014-05-30,11.4,120.43
2014-06-02,11.58,119.7
2014-06-03,11.87,120.01
2014-06-04,12.08,119.76
2014-06-05,11.68,120.66
2014-06-06,10.73,120.61
2014-06-09,11.15,120.65
2014-06-10,10.99,121.39
2014-06-11,11.6,121.41
2014-06-12,12.56,122.64
2014-06-13,12.18,122.96
2014-06-16,12.65,122.42
2014-06-17,12.06,122.28
2014-06-18,10.61,122.67
2014-06-19,10.62,126.94
2014-06-20,10.85,126.5
2014-06-23,10.98,126.85
2014-06-24,12.13,126.98
2014-06-25,11.59,126.99
2014-06-26,11.63,126.73
2014-06-27,11.26,126.66
2014-06-30,11.57,128.04
2014-07-01,11.15,127.7
2014-07-02,10.82,127.7
2014-07-03,10.32,127.16
2014-07-07,11.33,127.02
2014-07-08,11.98,127.07
2014-07-09,11.65,127.84
2014-07-10,12.59,128.54
2014-07-11,12.08,128.78
2014-07-14,11.82,125.72
2014-07-15,11.96,124.53
2014-07-16,11.0,124.97
2014-07-17,14.54,127.09
2014-07-18,12.06,126.13
2014-07-21,12.81,126.34
2014-07-22,12.24,125.74
2014-07-23,11.52,125.62
2014-07-24,11.84,124.35
2014-07-25,12.69,125.79
2014-07-28,12.56,125.58
2014-07-29,13.28,125.2
2014-07-30,13.33,124.83
2014-07-31,16.95,123.39
2014-08-01,17.03,124.38
2014-08-04,15.12,123.99
2014-08-05,16.87,123.87
2014-08-06,16.37,125.67
2014-08-07,16.66,126.18
2014-08-08,15.77,126.19
2014-08-11,14.23,125.96
2014-08-12,14.13,125.99
2014-08-13,12.9,126.2
2014-08-14,12.42,126.31
2014-08-15,13.15,125.48
2014-08-18,12.32,124.96
2014-08-19,12.21,124.68
2014-08-20,11.78,124.22
2014-08-21,11.76,122.88
2014-08-22,11.47,123.19
2014-08-25,11.7,122.74
2014-08-26,11.63,123.35
2014-08-27,11.78,123.32
2014-08-28,12.05,124.0
2014-08-29,11.98,123.86
2014-09-02,12.25,121.65
2014-09-03,12.36,122.15
2014-09-04,12.64,121.48
2014-09-05,12.09,122.06
2014-09-08,12.66,120.73
2014-09-09,13.5,120.87
2014-09-10,12.88,120.26
2014-09-11,12.8,119.47
2014-09-12,13.31,118.38
2014-09-15,14.12,118.64
2014-09-16,12.73,118.83
2014-09-17,12.65,117.54
2014-09-18,12.03,117.78
2014-09-19,12.11,117.09
2014-09-22,13.69,116.85
2014-09-23,14.93,117.6
2014-09-24,13.27,117.05
2014-09-25,15.64,117.39
2014-09-26,14.85,117.06
2014-09-29,15.98,117.03
2014-09-30,16.31,116.21
2014-10-01,16.71,116.77
2014-10-02,16.16,116.74
2014-10-03,14.55,114.61
2014-10-06,15.46,116.03
2014-10-07,17.2,116.36
2014-10-08,15.11,117.47
2014-10-09,18.76,117.64
2014-10-10,21.24,117.59
2014-10-13,24.64,118.52
2014-10-14,22.79,118.59
2014-10-15,26.25,118.99
2014-10-16,25.2,119.22
2014-10-17,21.99,118.99
2014-10-20,18.57,119.8
2014-10-21,16.08,120.02
2014-10-22,17.87,119.34
2014-10-23,16.53,118.52
2014-10-24,16.11,118.35
2014-10-27,16.04,118.06
2014-10-28,14.39,118.1
2014-10-29,15.15,116.41
2014-10-30,14.52,115.19
2014-10-31,14.03,112.66
2014-11-03,14.73,112.15
2014-11-04,14.89,112.22
2014-11-05,14.17,109.79
2014-11-06,13.67,109.88
2014-11-07,13.12,112.97
2014-11-10,12.67,110.46
2014-11-11,12.92,112.04
2014-11-12,13.02,111.5
2014-11-13,13.79,111.67
2014-11-14,13.31,114.47
2014-11-17,13.99,114.05
2014-11-18,13.86,115.05
2014-11-19,13.96,113.68
2014-11-20,13.58,114.86
2014-11-21,12.9,115.39
2014-11-24,12.62,115.11
2014-11-25,12.25,115.38
2014-11-26,12.07,115.16
2014-11-28,13.33,112.11
2014-12-01,14.29,116.58
2014-12-02,12.85,115.14
2014-12-03,12.47,116.33
2014-12-04,12.38,115.88
2014-12-05,11.82,114.43
2014-12-08,14.21,115.78
2014-12-09,14.89,118.19
2014-12-10,18.53,117.96
2014-12-11,20.08,117.69
2014-12-12,21.08,117.41
2014-12-15,20.42,114.39
2014-12-16,23.57,114.95
2014-12-17,19.44,114.27
2014-12-18,16.81,115.15
2014-12-19,16.49,114.77
2014-12-22,15.25,112.55
2014-12-23,14.8,112.74
2014-12-24,14.37,112.77
2014-12-26,14.5,114.83
2014-12-29,15.06,113.67
2014-12-30,15.92,115.2
2014-12-31,19.2,113.58
2015-01-02,17.79,114.08
2015-01-05,19.92,115.8
2015-01-06,21.12,117.12
2015-01-07,19.31,116.43
2015-01-08,17.01,115.94
2015-01-09,17.55,117.26
2015-01-12,19.6,118.56
2015-01-13,20.56,118.16
2015-01-14,20.56,117.97
2015-01-15,22.39,120.94
2015-01-16,20.95,122.52
2015-01-20,19.89,124.2
2015-01-21,18.85,124.23
2015-01-22,16.4,125.23
2015-01-23,16.66,124.23
2015-01-26,15.52,122.99
2015-01-27,17.22,124.4
2015-01-28,20.44,123.42
2015-01-29,18.76,120.76
2015-01-30,20.97,123.45
2015-02-02,19.43,122.42
2015-02-03,17.33,121.05
2015-02-04,18.33,121.58
2015-02-05,16.85,121.79
2015-02-06,17.29,118.64
2015-02-09,18.55,119.17
2015-02-10,17.23,118.47
2015-02-11,16.96,117.07
2015-02-12,15.34,117.34
2015-02-13,14.69,117.98
2015-02-17,15.8,116.01
2015-02-18,15.45,116.34
2015-02-19,15.29,115.94
2015-02-20,14.3,115.28
2015-02-23,14.56,115.43
2015-02-24,13.69,115.26
2015-02-25,13.84,115.7
2015-02-26,13.91,116.07
2015-02-27,13.34,116.16
2015-03-02,13.04,115.68
2015-03-03,13.86,115.47
2015-03-04,14.23,115.11
2015-03-05,14.04,115.0
2015-03-06,15.2,111.86
2015-03-09,15.06,111.97
2015-03-10,16.69,111.42
2015-03-11,16.87,110.75
2015-03-12,15.42,110.72
2015-03-13,16.0,110.88
2015-03-16,15.61,110.81
2015-03-17,15.66,110.21
2015-03-18,13.97,112.37
2015-03-19,14.07,112.29
2015-03-20,13.02,113.57
2015-03-23,13.41,114.29
2015-03-24,13.62,114.57
2015-03-25,15.44,114.73
2015-03-26,15.8,115.48
2015-03-27,15.07,115.06
2015-03-30,14.51,113.75
2015-03-31,15.29,113.66
2015-04-01,15.11,115.6
2015-04-02,14.67,115.28
2015-04-06,14.74,116.69
2015-04-07,14.78,116.11
2015-04-08,13.98,115.47
2015-04-09,13.09,114.67
2015-04-10,12.58,115.97
2015-04-13,13.94,115.14
2015-04-14,13.67,114.44
2015-04-15,12.84,115.43
2015-04-16,12.6,115.03
2015-04-17,13.89,115.6
2015-04-20,13.3,114.72
2015-04-21,13.25,115.38
2015-04-22,12.71,113.83
2015-04-23,12.48,114.66
2015-04-24,12.29,113.05
2015-04-27,13.12,115.33
2015-04-28,12.41,116.33
2015-04-29,13.39,115.51
2015-04-30,14.55,113.47
2015-05-01,12.7,113.08
2015-05-04,12.85,114.1
2015-05-05,14.31,114.42
2015-05-06,15.15,114.36
2015-05-07,15.13,113.42
2015-05-08,12.86,113.97
2015-05-11,13.85,113.53
2015-05-12,13.86,114.5
2015-05-13,13.76,116.55
2015-05-14,12.74,117.18
2015-05-15,12.38,117.53
2015-05-18,12.73,117.52
2015-05-19,12.85,115.89
2015-05-20,12.88,116.08
2015-05-21,12.11,115.69
2015-05-22,12.13,115.6
2015-05-26,14.06,113.91
2015-05-27,13.27,113.89
2015-05-28,13.31,114.02
2015-05-29,13.84,114.1
2015-06-01,13.97,114.0
2015-06-02,14.24,114.46
2015-06-03,13.66,113.64
2015-06-04,14.71,112.84
2015-06-05,14.21,112.24
2015-06-08,15.29,112.57
2015-06-09,14.47,112.82
2015-06-10,13.22,113.78
2015-06-11,12.85,113.26
2015-06-12,13.78,113.23
2015-06-15,15.39,113.73
2015-06-16,14.81,113.32
2015-06-17,14.5,113.85
2015-06-18,13.19,115.32
2015-06-19,13.96,115.12
2015-06-22,12.74,113.64
2015-06-23,12.11,112.89
2015-06-24,13.26,112.59
2015-06-25,14.01,112.44
2015-06-26,14.02,112.56
2015-06-29,18.85,113.07
2015-06-30,18.23,112.37
2015-07-01,16.09,111.98
2015-07-02,16.79,111.76
2015-07-06,17.01,112.06
2015-07-07,16.09,110.76
2015-07-08,19.66,111.09
2015-07-09,19.97,111.36
2015-07-10,16.83,111.49
2015-07-13,13.9,110.99
2015-07-14,13.37,110.74
2015-07-15,13.23,110.16
2015-07-16,12.11,109.76
2015-07-17,11.95,108.65
2015-07-20,12.25,105.7
2015-07-21,12.22,105.37
2015-07-22,12.12,104.8
2015-07-23,12.64,104.33
2015-07-24,13.74,105.35
2015-07-27,15.6,104.86
2015-07-28,13.44,105.02
2015-07-29,12.5,105.17
2015-07-30,12.13,104.27
2015-07-31,12.12,104.93
2015-08-03,12.56,104.1
2015-08-04,13.0,104.31
2015-08-05,12.51,103.93
2015-08-06,13.77,104.39
2015-08-07,13.39,104.65
2015-08-10,12.23,105.72
2015-08-11,13.71,106.26
2015-08-12,13.61,107.75
2015-08-13,13.49,106.86
2015-08-14,12.83,106.85
2015-08-17,13.02,107.13
2015-08-18,13.79,107.11
2015-08-19,15.25,108.55
2015-08-20,19.14,110.44
2015-08-21,28.03,111.13
2015-08-24,40.74,110.53
2015-08-25,36.02,109.16
2015-08-26,30.32,107.67
2015-08-27,26.1,107.73
2015-08-28,26.05,108.7
2015-08-31,28.43,108.82
2015-09-01,31.4,109.2
2015-09-02,26.09,108.62
2015-09-03,25.61,107.84
2015-09-04,25.61,107.49
2015-09-08,24.9,107.52
2015-09-09,26.23,106.13
2015-09-10,24.37,106.38
2015-09-11,23.2,106.16
2015-09-14,24.25,106.22
2015-09-15,22.54,105.9
2015-09-16,21.35,107.31
2015-09-17,21.14,108.41
2015-09-18,22.28,109.21
2015-09-21,20.14,108.53
2015-09-22,22.44,107.79
2015-09-23,22.13,108.22
2015-09-24,23.47,110.49
2015-09-25,23.62,109.81
2015-09-28,27.63,108.42
2015-09-29,26.83,107.98
2015-09-30,24.5,106.86
2015-10-01,22.55,106.73
2015-10-02,20.94,108.99
2015-10-05,19.54,108.77
2015-10-06,19.4,109.86
2015-10-07,18.4,109.7
2015-10-08,17.42,109.14
2015-10-09,17.08,110.87
2015-10-12,16.17,111.31
2015-10-13,17.67,111.86
2015-10-14,18.03,113.81
2015-10-15,16.05,113.29
2015-10-16,15.05,112.49
2015-10-19,14.98,112.02
2015-10-20,15.75,112.73
2015-10-21,16.7,111.73
2015-10-22,14.45,111.69
2015-10-23,14.46,111.5
2015-10-26,15.29,111.43
2015-10-27,15.43,111.68
2015-10-28,14.33,110.78
2015-10-29,14.61,109.72
2015-10-30,15.07,109.3
2015-11-02,14.15,108.59
2015-11-03,14.54,106.98
2015-11-04,15.51,105.97
2015-11-05,15.05,105.64
2015-11-06,14.33,104.1
2015-11-09,16.52,104.4
2015-11-10,15.29,104.18
2015-11-11,16.06,103.83
2015-11-12,18.37,103.85
2015-11-13,18.37,103.56
2015-11-16,18.16,103.71
2015-11-17,18.84,102.34
2015-11-18,16.85,102.43
2015-11-19,16.99,103.56
2015-11-20,15.47,103.09
2015-11-23,15.62,102.26
2015-11-24,15.93,102.94
2015-11-25,15.19,102.46
2015-11-27,15.12,101.25
2015-11-30,16.13,101.92
2015-12-01,14.67,102.28
2015-12-02,15.91,100.69
2015-12-03,18.11,101.76
2015-12-04,14.81,104.02
2015-12-07,15.84,102.67
2015-12-08,17.6,102.84
2015-12-09,19.61,102.64
2015-12-10,19.34,102.55
2015-12-11,24.39,103.11
2015-12-14,22.73,101.79
2015-12-15,20.95,101.52
2015-12-16,17.86,102.75
2015-12-17,18.94,100.5
2015-12-18,20.7,102.04
2015-12-21,18.7,103.15
2015-12-22,16.6,102.61
2015-12-23,15.57,102.31
2015-12-24,15.74,103.05
2015-12-28,16.91,102.27
2015-12-29,16.08,102.2
2015-12-30,17.29,101.42
2015-12-31,18.21,101.46
2016-01-04,20.7,102.89
2016-01-05,19.34,103.18
2016-01-06,20.59,104.67
2016-01-07,24.99,106.15
2016-01-08,27.01,105.68
2016-01-11,24.3,104.74
2016-01-12,22.47,104.21
2016-01-13,25.22,104.72
2016-01-14,23.95,103.02
2016-01-15,27.02,104.08
2016-01-19,26.05,103.98
2016-01-20,27.59,105.37
